f.movieid,m.title,rating_count,average_rating
264,"enfer, l'",5,4.0
91199,weekend,5,2.5
4700,"princess diaries, the",5,4.6
4205,mermaids,5,3.0
249964,f9,5,3.5
239428,barb and star go to vista del mar,5,4.0
491,"man without a face, the",5,3.5
71575,rudo y cursi,5,3.5
171867,rough night,5,1.0
4239,blow,5,4.0
78088,buried,5,3.0
171611,baahubali 2: the conclusion,5,5.0
3386,jfk,5,3.8
210331,black christmas,5,1.5
605,one fine day,5,4.5
26101,mclintock!,5,3.5
252630,zapatistas. crónica de una rebelión,5,4.0
7614,oklahoma!,5,3.5
171165,hell,5,4.0
7619,"miracle worker, the",5,4.0
3121,"hitch-hiker, the",5,3.5
76054,oceans,5,4.5
254460,jungle cruise,5,3.5
254724,the many saints of newark,5,2.0
6291,lilya 4-ever,5,4.1
256369,untold: malice at the palace,5,4.5
174031,patchwork,5,4.0
282561,operation fortune: ruse de guerre,5,5.0
25875,that uncertain feeling,5,3.0
314,"secret of roan inish, the",5,4.5
280976,lamborghini: the man behind the legend,5,3.0
594,snow white and the seven dwarfs,5,3.5
8958,ray,5,4.2
2596,slc punk!,5,3.5
7366,jersey girl,5,3.2
115680,time lapse,5,4.0
71106,frequently asked questions about time travel,5,4.0
74131,extraordinary measures,5,3.0
43899,tony takitani,5,5.0
8772,"spy who came in from the cold, the",5,3.5
260665,eternals,5,3.0
73804,asterix at the olympic games,5,3.5
211466,this joint is jumpin',5,3.5
53022,wheels on meals,5,3.5
225171,scare me,5,3.0
59604,"girl next door, the",5,3.0
183837,the favourite,5,4.5
8643,"cinderella story, a",5,4.0
212281,mulan,5,3.0
276,milk money,5,2.5
114662,american sniper,5,4.5
114060,the drop,5,2.9
95165,dragon ball z the movie: the world's strongest,5,3.0
113250,in order of disappearance,5,2.9
68194,"damned united, the",5,4.0
2729,lolita,5,4.2
8035,"stendhal syndrome, the",5,4.5
112175,how to train your dragon 2,5,3.5
111804,jack the ripper,5,2.0
1371,star trek: the motion picture,5,4.1
169670,the void,5,2.5
213914,greyhound,5,3.5
1821,"object of my affection, the",5,2.5
1238,local hero,5,3.0
5635,"man from elysian fields, the",5,3.5
63853,australia,5,3.5
168778,the book of love,5,3.8
168266,t2: trainspotting,5,3.9
5464,road to perdition,5,3.8
185545,the current war,5,3.5
1073,willy wonka & the chocolate factory,5,4.5
166721,bleed for this,5,4.0
41997,munich,5,1.5
1399,marvin's room,5,3.0
5712,blow out,5,4.1
60408,welcome to the sticks,5,4.5
165539,michael moore in trumpland,5,4.0
58156,semi-pro,5,2.5
163931,billy lynn's long halftime walk,5,3.5
58154,"other boleyn girl, the",5,3.0
3408,erin brockovich,5,4.2
110407,"machine, the",5,4.0
2772,detroit rock city,5,3.5
6358,kiss me kate,5,3.5
2004,gremlins 2: the new batch,5,4.5
274195,jurassic world dominion,5,1.5
194200,hell fest,5,1.5
26349,night moves,5,3.5
1445,mchale's navy,5,3.0
5853,scanners,5,4.3
1037,"lawnmower man, the",5,3.0
108932,the lego movie,5,4.4
6978,slacker,5,4.3
2042,d2: the mighty ducks,5,4.5
194831,killer kate!,5,4.0
57243,"band's visit, the",5,4.0
1030,pete's dragon,5,4.5
157232,"it's not you, it's me",5,3.5
108791,"noordzee, texas",5,3.5
2859,stop making sense,5,4.5
177497,hostiles,5,4.0
215951,the wretched,5,3.5
156387,sing street,5,4.0
1005,d3: the mighty ducks,5,4.0
3734,prince of the city,5,1.0
64716,seven pounds,5,4.2
2059,"parent trap, the",5,4.5
107348,anchorman 2: the legend continues,5,3.0
188941,under the silver lake,5,4.7
2863,"hard day's night, a",5,4.2
237131,earthbound,5,2.5
4766,our lady of the assassins,5,3.5
2067,doctor zhivago,5,4.5
5064,the count of monte cristo,5,3.8
197663,happy death day 2u,5,3.5
89190,conan the barbarian,5,3.5
945,top hat,5,4.5
1183,"english patient, the",5,4.5
151493,the dancer and the thief,5,3.5
2927,brief encounter,5,3.9
56274,margot at the wedding,5,2.5
104944,short term 12,5,3.9
31770,night and the city,5,3.6
1284,"big sleep, the",4,4.88
61024,pineapple express,4,4.5
1267,"manchurian candidate, the",4,4.0
61236,waltz with bashir,4,4.0
1253,"day the earth stood still, the",4,5.0
184089,winchester,4,2.0
1251,8 1/2,4,4.63
184615,the tenth man,4,3.5
1250,"bridge on the river kwai, the",4,4.63
1243,rosencrantz and guildenstern are dead,4,4.5
1211,wings of desire,4,5.0
284291,tetris,4,3.5
187717,won't you be my neighbor?,4,3.5
62250,gomorrah,4,3.5
1173,"cook the thief his wife & her lover, the",4,3.0
5454,mo' money,4,4.5
189527,the net,4,4.0
1125,"return of the pink panther, the",4,4.0
63273,captain mike across america,4,4.0
190399,animal world,4,4.0
190401,calibre,4,2.38
191489,peppermint,4,3.5
5433,silver bullet,4,4.0
1092,basic instinct,4,3.0
1078,bananas,4,3.75
193115,the curse of the dragon,4,4.0
1065,five angles on murder,4,2.5
193759,power of grayskull: the definitive history of he-man and the masters of the universe,4,4.0
194206,await further instructions,4,4.5
263485,8-bit christmas,4,1.0
195295,dragged across concrete,4,4.0
5313,the scorpion king,4,4.0
946,to be or not to be,4,4.0
898,"philadelphia story, the",4,4.0
65882,"uninvited, the",4,3.13
786,eraser,4,2.88
743,spy hard,4,3.5
203222,the lion king,4,2.5
66118,point of order,4,4.5
204342,general magic,4,4.0
5225,and your mother too,4,5.0
205841,don't let go,4,2.0
5218,ice age,4,4.38
207367,little monsters,4,4.0
5187,hopscotch,4,3.63
590,dances with wolves,4,3.63
212851,buffaloed,4,3.5
68222,"final inquiry, the",4,3.5
216338,jerry seinfeld: 23 hours to kill,4,3.0
217587,the servant,4,5.0
218195,let's make a dream,4,3.5
69253,new in town,4,2.0
270744,ultra low,4,3.0
490,malice,4,4.0
4867,riding in cars with boys,4,3.0
4813,when worlds collide,4,4.0
4802,operation petticoat,4,4.5
243530,hot chicks,4,4.0
243838,servants,4,3.0
245444,wework: or the making and breaking of a $47 billion unicorn,4,3.5
246224,the education of fredrick fitzell,4,1.0
246296,basquiat: rage to riches,4,2.0
248042,glaciär,4,3.0
368,maverick,4,3.0
250364,tides,4,3.0
251268,spirit untamed,4,3.0
71838,law abiding citizen,4,4.5
256391,summer nights,4,4.0
257967,zero an investigation into 9-11,4,4.5
258637,the voyeurs,4,2.0
258929,the guilty,4,4.0
289,only you,4,3.5
261275,ghostbusters: afterlife,4,5.0
26662,kiki's delivery service,4,3.5
43497,love in the afternoon,4,3.5
4678,uhf,4,3.0
8491,white heat,4,4.25
7934,zelig,4,1.75
8698,"comfort of strangers, the",4,3.5
8702,dream lover,4,4.0
6901,men of respect,4,3.0
8801,in the soup,4,3.5
7757,jason and the argonauts,4,3.75
74370,"house of the devil, the",4,4.0
8973,bad education,4,3.63
271313,official competition,4,3.0
44788,this film is not yet rated,4,2.5
76860,razorback,4,4.0
44840,"benchwarmers, the",4,5.0
26947,pusher,4,4.5
4259,"luzhin defence, the",4,3.5
4236,keep the river on your right: a modern cannibal tale,4,5.0
4128,"lost boys, the",4,2.88
4116,hollywood shuffle,4,3.5
4102,eddie murphy raw,4,3.63
4002,"planes, trains & automobiles",4,4.5
3986,"6th day, the",4,2.25
47122,john tucker must die,4,5.0
81751,uncle boonmee who can recall his past lives,4,4.0
3945,digimon: the movie,4,3.5
272323,surviving paradise: a family tale,4,4.0
82030,"lesson in love, a",4,3.5
82053,casino jack,4,4.0
84137,"housemaid, the",4,4.13
3821,nutty professor ii: the klumps,4,1.5
85881,win win,4,4.0
86059,hop,4,0.5
88108,monte carlo,4,3.5
3552,caddyshack,4,3.88
176,living in oblivion,4,3.5
89028,don't be afraid of the dark,4,3.0
3477,empire records,4,3.5
3459,gothic,4,3.5
48596,"marine, the",4,5.0
32179,elevator to the gallows,4,5.0
3259,far and away,4,3.63
3190,supernova,4,4.0
95654,geri's game,4,3.75
49396,tenacious d in the pick of destiny,4,2.5
96815,v/h/s,4,4.0
3018,re-animator,4,3.75
100083,movie 43,4,5.0
100163,hansel & gretel: witch hunters,4,3.0
3006,"insider, the",4,4.5
6537,terminator 3: rise of the machines,4,4.75
7223,d.o.a.,4,3.75
102123,this is the end,4,2.5
2985,robocop,4,4.38
2973,crimes and misdemeanors,4,4.5
103141,monsters university,4,3.88
2893,plunkett & macleane,4,4.5
51939,tmnt,4,3.0
111384,blue ruin,4,4.5
265148,morbius,4,2.5
114277,god help the girl,4,2.63
52694,mr. bean's holiday,4,3.0
117372,v/h/s: viral,4,1.0
6273,in a lonely place,4,3.88
53226,"great war, the",4,3.5
53476,"iceberg, l'",4,3.0
265270,michael che: shame the devil,4,4.0
123431,three guys named mike,4,3.5
54004,i now pronounce you chuck and larry,4,5.0
126931,girl with hyacinths,4,4.0
54171,re-cycle,4,4.5
129490,twins of evil,4,3.5
129779,ghost in the shell arise - border 1: ghost pain,4,4.0
130490,insurgent,4,4.38
2335,"waterboy, the",4,3.88
131050,stargate sg-1 children of the gods - final cut,4,4.5
6077,evil under the sun,4,3.5
131830,samba,4,4.5
132146,the harvest,4,1.0
133749,reminiscence,4,0.5
277024,the actress,4,3.5
277566,fall,4,3.5
136447,george carlin: you are all diseased,4,5.0
136600,the concubine,4,5.0
136936,88,4,2.5
137381,the george mckenna story,4,3.5
55176,in the shadow of the moon,4,5.0
139642,southpaw,4,3.88
139721,x+y,4,5.0
139849,the capsule,4,2.5
140701,harbinger down,4,1.5
2117,1984,4,3.38
5955,antwone fisher,4,3.5
144482,circle,4,5.0
146656,creed,4,3.5
2081,"little mermaid, the",4,3.63
26246,johnny got his gun,4,5.0
56757,sweeney todd: the demon barber of fleet street,4,1.38
154094,984: prisoner of the future,4,1.5
154902,wind,4,3.0
1959,out of africa,4,3.5
162888,frankie boyle - live - the last days of sodom,4,4.5
163985,arq,4,4.0
164931,the siege of jadotville,4,3.5
58347,penelope,4,5.0
58509,sun valley serenade,4,3.5
5680,auto focus,4,3.0
167986,rupture,4,2.5
5649,horror of dracula,4,3.5
5644,"pride of the yankees, the",4,4.0
1805,wild things,4,5.0
5608,das experiment,4,4.75
5604,"man in the white suit, the",4,3.5
170891,the legend is born: ip man,4,4.5
170917,the transfiguration,4,4.0
281316,wirecard: the billion euro lie,4,4.0
5516,read my lips,4,3.0
173633,the dark side of the moon,4,4.5
1661,switchback,4,3.0
175945,the rendez-vous of déjà-vu,4,3.5
1483,crash,4,4.0
60141,st. trinian's,4,3.0
176935,geostorm,4,1.5
177871,victoria & abdul,4,4.0
60494,borderline,4,3.5
178447,cult of chucky,4,4.5
1380,grease,4,3.88
178737,the last party,4,3.5
7071,"woman under the influence, a",4,3.0
180227,god: serengeti,4,4.0
38798,in her shoes,4,4.0
180985,the greatest showman,4,2.75
124119,love is a ball,4,4.5
1431,beverly hills ninja,4,2.5
180987,ferdinand,4,4.0
128854,chris rock: bring the pain,4,4.0
276231,dragon ball super: super hero,4,4.0
133545,just before i go,4,4.0
133945,deep web,4,4.5
136445,george carlin: back in town,4,4.5
137857,the jungle book,4,4.0
138582,criminal passion,4,3.0
140204,backmask,4,4.5
148369,the wave,4,4.5
150534,prescription: murder,4,4.0
154256,the great global warming swindle,4,0.5
155814,what we become,4,4.0
157361,tickled,4,4.5
160571,lights out,4,3.5
162350,the magnificent seven,4,4.0
162478,masterminds,4,4.5
163126,terra,4,5.0
174585,transformers: the last knight,4,0.5
149,amateur,4,3.75
1702,flubber,4,3.0
167018,why him?,4,3.5
167638,sleepless,4,3.5
1747,wag the dog,4,4.25
172449,he even has your eyes,4,4.0
1954,rocky,4,3.88
2001,lethal weapon 2,4,5.0
269666,home team,4,4.0
2094,"rocketeer, the",4,3.0
175,kids,4,4.63
266308,the dot-com bubble that never burst,4,2.5
265170,ice on fire,4,4.5
188,"prophecy, the",4,4.0
2406,romancing the stone,4,3.5
193,showgirls,4,1.5
262663,play it safe,4,4.0
208,waterworld,4,3.0
2879,armour of god ii: operation condor,4,3.5
2986,robocop 2,4,3.0
2990,licence to kill,4,3.5
2996,music of the heart,4,4.0
3036,quest for fire,4,4.0
3095,"grapes of wrath, the",4,4.5
3108,"fisher king, the",4,4.5
254484,trollhunters: rise of the titans,4,3.5
3325,"next best thing, the",4,2.5
253618,space jam: a new legacy,4,3.0
251900,the forgotten battle,4,4.0
251244,demonic,4,2.0
3676,eraserhead,4,5.0
3683,blood simple,4,3.88
3697,predator 2,4,3.5
249898,three celestial bodies,4,2.5
3936,phantom of the opera,4,3.5
249594,the gentleman driver,4,4.0
3972,"legend of drunken master, the",4,5.0
4005,"living daylights, the",4,3.5
4061,the man in the moon,4,3.0
4161,"mexican, the",4,2.0
4167,15 minutes,4,3.5
4220,"longest yard, the",4,3.5
245068,held,4,3.0
4299,"knight's tale, a",4,2.63
244686,a week away,4,3.0
4344,swordfish,4,1.5
4467,"adventures of baron munchausen, the",4,3.5
4621,look who's talking,4,2.5
4636,"punisher, the",4,5.0
4735,ghosts of mars,4,1.5
4880,life as a house,4,3.0
4881,"man who wasn't there, the",4,3.63
235471,cherry,4,4.0
234310,count basie: through his own eyes,4,4.0
233171,death to 2020,4,3.0
231153,the fiancés of the bridge mac donald,4,4.0
21,get shorty,4,3.0
229037,ma rainey's black bottom,4,3.5
5451,pumpkin,4,2.0
5498,red beard,4,5.0
224324,synchronic,4,3.0
5802,"world of henry orient, the",4,3.5
224206,the human voice,4,3.0
5942,"hot chick, the",4,5.0
222949,summer of 85,4,4.5
6156,shanghai knights,4,4.13
6287,anger management,4,3.88
565,cronos,4,4.0
6593,freaky friday,4,4.75
6611,umberto d.,4,4.0
6618,shaolin soccer,4,4.38
6650,kind hearts and coronets,4,3.75
6709,once upon a time in mexico,4,4.5
219392,relic,4,3.0
219171,happy birthday,4,3.5
6979,wargames,4,3.88
7009,lorenzo's oil,4,3.0
216963,possessor,4,4.13
610,heavy metal,4,4.0
7175,torque,4,3.5
215147,after truth: disinformation and the cost of fake news,4,3.0
214574,the intruder,4,3.0
214240,altered carbon: resleeved,4,4.0
673,space jam,4,4.0
7456,valentin,4,4.0
7459,carandiru,4,2.88
212371,the new mutants,4,2.5
211243,the beach house,4,3.0
8604,taxi,4,4.63
8752,"set-up, the",4,3.5
208613,untitled,4,3.5
207361,boro in the box,4,2.0
207311,last christmas,4,4.63
206499,between two ferns: the movie,4,3.5
206156,the bomb,4,4.0
206133,burn,4,3.0
26122,onibaba,4,5.0
205128,sherlock: the empty hearse,4,4.0
27815,"chorus, the",4,4.13
202415,when angels sleep,4,4.5
202037,human nature,4,4.0
32596,sahara,4,3.13
909,"apartment, the",4,3.5
200864,batman: hush,4,4.0
38097,dumplings,4,4.0
39427,stay,4,2.0
39529,"race for your life, charlie brown",4,3.0
40732,"descent, the",4,2.63
199101,the prodigy,4,1.5
42738,underworld: evolution,4,4.25
196893,cold pursuit,4,3.5
46640,why does herr r. run amok?,4,3.0
48319,flyboys,4,4.0
48520,employee of the month,4,4.5
48696,little children,4,5.0
48872,13 tzameti,4,4.38
49355,"bête humaine, la",4,4.25
50792,catch and release,4,0.5
1022,cinderella,4,3.5
193371,leading lady parts,4,4.0
51471,amazing grace,4,4.0
54648,rush hour 3,4,5.0
55620,for the bible tells me so,4,4.0
1034,freeway,4,4.0
56848,ricochet,4,4.0
58047,"definitely, maybe",4,2.5
59026,99 francs,4,4.5
1046,beautiful thing,4,3.0
60074,hancock,4,4.5
1061,sleepers,4,4.0
60753,felon,4,3.25
60832,pathology,4,2.5
61250,"house bunny, the",4,4.5
63229,feiern,4,4.5
65682,underworld: rise of the lycans,4,4.25
66639,street fighter: the legend of chun-li,4,1.5
67923,fast & furious,4,4.5
68073,pirate radio,4,3.5
190555,searching,4,4.0
72701,planet 51,4,3.0
74619,mysterious island,4,3.5
189031,feral,4,3.0
75395,frozen,4,3.0
188785,gewoon vrienden,4,4.5
76158,air doll,4,4.5
77540,solomon kane,4,2.75
77780,virtuality,4,4.0
1188,strictly ballroom,4,4.0
79590,"rebound, the",4,3.5
80939,conviction,4,5.0
188177,wolves at the door,4,3.0
85570,"die is cast, the",4,4.0
86833,bridesmaids,4,3.5
187125,head above water,4,5.0
185725,rezeta,4,3.0
90717,tower heist,4,3.5
185437,take your pills,4,4.0
279812,the menu,4,3.88
92507,safe house,4,3.5
93443,goon,4,3.0
93512,"jeff, who lives at home",4,4.13
93563,lockout,4,4.0
94070,"best exotic marigold hotel, the",4,3.5
94677,"dictator, the",4,3.5
96606,samsara,4,4.0
99917,upstream color,4,3.5
100150,"color wheel, the",4,3.5
184257,making a murderer,4,3.0
105037,"to do list, the",4,4.0
105250,"century of the self, the",4,4.5
278386,"mord, lilla vän",4,3.5
183855,terminal,4,2.0
278312,black adam,4,3.5
109673,300: rise of an empire,4,3.5
111743,a million ways to die in the west,4,4.0
112245,"dirties, the",4,4.0
112946,wish i was here,4,3.0
277001,"dokumentet – sex, sprit och solidaritet",4,3.0
114762,two night stand,4,5.0
116441,heart of a lion,4,4.0
120625,the fool,4,3.0
120827,the hound of the baskervilles,4,5.0
121126,the car,4,2.5
122896,pirates of the caribbean: dead men tell no tales,4,3.5
8614,overboard,4,2.5
58898,"aerial, the",3,5.0
58803,21,3,3.0
281314,the 1000 eyes of dr maddin,3,3.5
176103,the lego ninjago movie,3,2.0
56719,vitus,3,3.5
55999,mr. magorium's wonder emporium,3,4.0
55363,"assassination of jesse james by the coward robert ford, the",3,1.5
55276,michael clayton,3,4.5
281778,the statistical analysis of your failing relationship,3,2.5
54372,tell no one,3,3.5
54229,when the wind blows,3,2.5
192999,blood fest,3,3.0
54190,across the universe,3,2.17
52579,"vie en rose, la",3,3.5
52245,blades of glory,3,4.67
51847,right at your door,3,3.5
145307,strictly business,3,3.5
193445,assassination nation,3,3.5
50800,"messengers, the",3,3.5
193950,free solo,3,4.5
49518,moog,3,4.0
145150,the dressmaker,3,3.5
195161,mary poppins returns,3,2.5
195175,monster party,3,2.5
48165,"seventh continent, the",3,4.33
196641,young and alive,3,1.5
282357,stars,3,3.0
45517,cars,3,5.0
45172,23,3,4.0
187001,wildling,3,3.5
971,cat on a hot tin roof,3,4.5
965,"39 steps, the",3,4.0
196895,serenity,3,4.5
43936,16 blocks,3,3.5
42783,shadows of our forgotten ancestors,3,5.0
197605,the dead center,3,2.5
197697,once upon a deadpool,3,4.5
197885,honey boy,3,4.5
40491,"match factory girl, the",3,4.0
38304,no direction home: bob dylan,3,5.0
37386,aeon flux,3,5.0
34532,"skeleton key, the",3,5.0
89002,spy kids: all the time in the world in 4d,3,3.5
911,charade,3,5.0
32591,look at me,3,5.0
201749,murder mystery,3,2.0
31437,nobody knows,3,4.0
30954,"naked jungle, the",3,3.0
203954,take me somewhere nice,3,4.0
89759,"separation, a",3,5.0
89774,warrior,3,4.33
27441,blood: the last vampire,3,3.5
27304,female prisoner #701: scorpion,3,5.0
26982,men with guns,3,4.0
90314,no exit,3,3.5
1569,my best friend's wedding,3,4.5
26555,spies like us,3,4.0
26354,sister street fighter,3,3.5
26313,california split,3,3.0
275849,"eccentrics, the sunny side of the street",3,2.5
90719,j. edgar,3,3.5
26150,andrei rublev,3,5.0
788,"nutty professor, the",3,2.5
205917,chess fever,3,2.5
91077,"descendants, the",3,4.0
206174,nova: prediction by the numbers,3,4.5
783,"hunchback of notre dame, the",3,3.5
25850,holiday,3,4.0
206311,blood machines,3,3.0
206451,bad education,3,3.5
8799,little black book,3,2.5
283709,titan,3,3.5
8584,leave her to heaven,3,3.0
91694,intruders,3,0.5
141505,moscow-cassiopeia,3,4.0
91890,"iron lady, the",3,2.0
7984,from beyond,3,2.5
141135,nuts in may,3,3.5
211013,the overture,3,4.0
7845,tremors ii: aftershocks,3,4.5
92210,"disappearance of haruhi suzumiya, the",3,3.5
745,wallace & gromit: a close shave,3,4.0
140737,the lost room,3,5.0
7450,laws of attraction,3,4.5
179119,the death of stalin,3,4.0
137561,saturn in opposition,3,4.5
136980,ed gein: the butcher of plainfield,3,2.5
7360,dawn of the dead,3,3.83
7306,herod's law,3,3.5
661,james and the giant peach,3,4.0
215683,the willoughbys,3,3.0
7102,dragnet,3,4.0
119655,seventh son,3,3.5
94266,"five-year engagement, the",3,2.5
215911,beastie boys story,3,4.0
136794,eat,3,3.0
7056,"public enemy, the",3,3.67
94780,snow white and the huntsman,3,2.5
218465,the new testament,3,3.0
185169,the strangers: prey at night,3,1.5
6893,"italian job, the",3,4.0
6785,seven brides for seven brothers,3,5.0
6644,"green ray, the",3,3.0
221334,bavaria - a magical journey,3,5.0
279306,the greatest beer run ever,3,3.0
95858,for the birds,3,4.0
95873,ruby sparks,3,4.5
95973,"classe américaine, la",3,4.0
221754,broil,3,0.5
6187,"life of david gale, the",3,3.5
535,short cuts,3,4.5
6075,"simple-minded murder, the",3,4.5
6057,biker boyz,3,5.0
120392,comet,3,4.0
223944,the social dilemma,3,4.5
285851,air: courting a legend,3,2.0
96817,boxing gym,3,3.0
515,"remains of the day, the",3,3.5
5810,8 mile,3,3.17
5800,how to murder your wife,3,2.5
226292,we will never be alone again,3,3.0
5541,hot shots!,3,4.0
226294,the birth of the robot,3,2.5
5489,nosferatu the vampyre,3,3.17
5449,mr. deeds,3,3.0
228515,nova lituania,3,3.5
97692,we are legion: the story of the hacktivists,3,3.0
285929,in your interest,3,2.5
228791,guardians of the galaxy: inferno,3,3.0
228907,coded bias,3,3.0
229511,valparaiso,3,4.5
5312,murder by numbers,3,3.0
5304,"rome, open city",3,4.0
5254,blade ii,3,3.33
98961,zero dark thirty,3,5.0
5171,"time machine, the",3,5.0
5152,we were soldiers,3,3.83
99594,offender,3,2.0
231155,women reply,3,3.5
5099,heidi,3,5.0
127108,brooklyn,3,4.5
184987,a wrinkle in time,3,1.0
5022,"servant, the",3,4.0
1396,sneakers,3,4.0
233913,de djess,3,3.5
4992,kate & leopold,3,4.33
184903,joy road,3,5.0
101106,sound city,3,3.5
4989,how high,3,4.0
4971,moscow on the hudson,3,4.0
234957,the killing of two lovers,3,4.0
4898,novocaine,3,4.0
236111,sweat,3,3.5
238184,la verónica,3,3.5
239002,trance,3,4.5
4844,bandits,3,4.5
136227,the wicked,3,3.5
4835,coal miner's daughter,3,4.0
4811,quadrophenia,3,4.5
4725,session 9,3,5.0
241784,cosmic sin,3,0.5
4717,battle creek brawl,3,4.0
4689,"cat o' nine tails, the",3,3.5
242640,so long at the fair,3,3.5
4597,gleaming the cube,3,4.0
4595,fat man and little boy,3,4.0
94,beautiful girls,3,3.0
103384,"lone ranger, the",3,3.0
4469,appointment with death,3,3.5
4381,"closet, the",3,4.0
244562,going nuts - tales from the squirrel world,3,3.0
103606,stuck in love,3,4.0
244906,spiral: from the book of saw,3,2.0
4095,cry freedom,3,4.0
103849,new world,3,5.0
103980,blue jasmine,3,4.0
4086,"big easy, the",3,3.0
104137,prince avalanche,3,1.0
4085,beverly hills cop,3,4.83
286777,blackberry,3,3.5
104312,"mortal instruments: city of bones, the",3,2.0
288849,colaholic,3,3.0
104583,logorama,3,3.5
250090,inspector lavardin,3,3.0
3882,bring it on,3,3.5
267,major payne,3,3.0
3788,blow-up,3,4.0
1529,nowhere,3,3.0
3755,"perfect storm, the",3,3.0
126591,the humanoid,3,4.0
120867,tropico,3,5.0
3675,white christmas,3,5.0
252180,pig,3,5.0
3521,mystery train,3,4.0
120940,the hire: ambush,3,4.0
3361,bull durham,3,5.0
249,immortal beloved,3,4.0
3072,moonstruck,3,4.0
3068,"verdict, the",3,4.0
106441,"book thief, the",3,4.5
255337,venom: let there be carnage,3,0.5
3029,nighthawks,3,5.0
3008,last night,3,4.0
257281,the tragedy of macbeth,3,4.0
2983,"ipcress file, the",3,2.83
134393,trainwreck,3,4.0
106906,gamera vs. barugon,3,4.0
2924,drunken master,3,4.0
107052,"punk singer, the",3,4.0
2871,deliverance,3,3.67
2753,"bedroom window, the",3,4.0
2724,runaway bride,3,3.83
260931,hollywood chinese,3,3.0
262061,night teeth,3,2.0
2396,shakespeare in love,3,3.33
2393,star trek: insurrection,3,3.17
109183,date and switch,3,3.0
2390,little voice,3,2.5
2338,i still know what you did last summer,3,2.0
2321,pleasantville,3,3.0
133281,ricki and the flash,3,2.5
2294,antz,3,3.5
2287,them!,3,3.5
110104,pioneer,3,3.0
2278,ronin,3,4.5
2265,nothing but trouble,3,4.5
2204,saboteur,3,3.67
2187,stage fright,3,4.0
110882,locke,3,4.5
2121,cujo,3,5.0
168,first knight,3,3.67
268762,arctic void,3,3.0
268840,unraveling the mystery: a big bang farewell,3,3.5
111680,at middleton,3,3.5
111732,"dance of reality, the",3,5.0
126090,hedgehog in the fog,3,5.0
270540,in transit,3,5.0
271194,no exit,3,3.0
1953,"french connection, the",3,3.17
132832,the chase,3,3.5
273803,last film show,3,3.5
274695,family camp,3,4.0
170875,the fate of the furious,3,5.0
277288,je t'aime john wayne,3,4.0
170815,unforgettable,3,1.5
112751,ju-on: the beginning of the end,3,1.5
170263,trevor noah: afraid of the dark,3,5.0
169486,invasion,3,2.0
183353,proud mary,3,3.0
180367,hot summer nights,3,4.0
169268,cedric the entertainer: live from the ville,3,5.0
275083,the valet,3,3.5
165883,may god save us,3,3.0
113378,"giver, the",3,2.0
101,bottle rocket,3,4.5
165867,pure pwnage: teh movie,3,4.0
183161,journeyman,3,3.5
1711,midnight in the garden of good and evil,3,3.0
173735,the farthest,3,4.5
114342,force majeure,3,4.5
163541,guernica,3,4.0
114494,who am i,3,5.0
129227,out of nature,3,3.5
114758,open windows,3,3.5
180563,nightmare on the 13th floor,3,5.0
1648,"house of yes, the",3,4.5
175243,security,3,5.0
155836,google and the world brain,3,2.5
155288,eye in the sky,3,3.5
155064,the neon demon,3,3.5
154096,robo vampire,3,4.0
154065,dad's army,3,3.0
175765,pippi longstocking,3,2.0
149650,childhood's end,3,5.0
115667,"love, rosie",3,5.0
1611,my own private idaho,3,3.5
148984,the propaganda game,3,4.0
182857,star wars: the legacy revealed,3,4.0
148888,zoolander 2,3,3.5
181671,the breadwinner,3,5.0
116453,hateship loveship,3,1.0
116668,dead snow 2: red vs. dead ,3,3.0
148372,schneider vs. bax,3,3.0
188773,shoplifters,3,4.5
1194,cheech and chong's up in smoke,3,1.5
80844,lake mungo,3,2.33
78041,killers,3,3.5
116837,the little fox,3,3.5
81054,love is colder than death,3,3.0
147016,the surprise,3,4.5
77951,bonhoeffer: agent of grace,3,3.0
74095,wicked city,3,2.5
73824,abigail's party,3,4.5
73319,leap year,3,4.0
280868,guillermo del toro's pinocchio,3,4.5
72866,sandra of a thousand delights,3,4.5
72605,brothers,3,5.0
72027,korczak,3,4.5
71670,all about steve,3,3.0
71416,hellzapoppin',3,4.5
71108,"white ribbon, the",3,4.0
82667,i saw the devil,3,5.0
82848,one week,3,4.5
70567,adam,3,5.0
70315,friend zone,3,4.0
83424,ghajini,3,1.5
69275,dead snow,3,2.0
69118,in the electric mist,3,3.0
191441,the happytime murders,3,1.5
191491,city of lies,3,3.5
65899,12:01,3,4.0
65631,battle in seattle,3,4.5
65514,ip man,3,5.0
64645,the wrecking crew,3,3.5
62213,"sexo, amor e traição",3,2.0
61948,100 feet,3,2.5
60948,bottle shock,3,3.5
59440,bella,3,5.0
192579,johnny english strikes again,3,4.5
37475,"unfinished life, an",3,4.0
78218,unthinkable,3,4.0
6856,yankee doodle dandy,3,5.0
3977,charlie's angels,3,3.5
276577,the last stage,3,3.5
4251,chopper,3,3.33
3296,to sir with love,3,5.0
169370,kathleen madigan: bothering jesus,3,5.0
45431,over the hedge,3,3.0
269960,you won't be alone,3,3.5
247458,obsessed,3,4.0
228619,gore vidal's billy the kid,3,3.5
54116,first snow,3,4.0
87222,kung fu panda 2,3,4.0
4177,"mirror crack'd, the",3,2.5
233259,the skeleton of mrs. morales,3,3.0
4144,in the mood for love,3,4.0
128542,wyrmwood,3,4.0
