f.genres,f.movieid,m.title,average_rating
Drama,137561,saturn in opposition,4.5
Drama,96829,"hunt, the",4.5
Drama,7388,"brother sun, sister moon",4.5
Drama,233095,palmer,4.5
Drama,6961,damage,4.5
Drama,170697,gifted,4.5
Drama,66371,departures,4.5
Drama,168122,raw,4.5
Drama,76158,air doll,4.5
Drama,8952,falling angels,4.5
Drama,205473,bait,4.5
Drama,7455,"mudge boy, the",4.5
Drama,7396,scenes from a marriage,4.5
Drama,200332,rocketman,4.5
Drama,25964,scandal,4.5
Drama,26079,david and lisa,4.5
Drama,8128,au revoir les enfants,4.5
Drama,197885,honey boy,4.5
Drama,78836,enter the void,4.5
Drama,135166,curfew,4.5
Drama,620,scream of stone,4.5
Drama,971,cat on a hot tin roof,4.5
Drama,1041,secrets & lies,4.5
Drama,1185,my left foot,4.5
Drama,183837,the favourite,4.5
Drama,74416,fish tank,4.5
Drama,1952,midnight cowboy,4.5
Drama,73824,abigail's party,4.5
Drama,185987,the rider,4.5
Drama,57044,two sons of francisco,4.5
Drama,2501,october sky,4.5
Drama,2714,"wood, the",4.5
Drama,220528,twelve angry men,4.5
Drama,177245,same kind of different as me,4.5
Drama,181169,untold scandal,4.5
Drama,5014,i am sam,4.5
Drama,5119,saturday night and sunday morning,4.5
Drama,208108,dark waters,4.5
Drama,6643,tokyo story,4.5
Drama,27724,hitler: the rise of evil,4.5
Drama,1246,dead poets society,4.49
Drama,2313,"elephant man, the",4.48
Drama,220362,uncle frank,4.46
Drama,49524,"nativity story, the",4.44
Drama,97936,anna karenina,4.43
Drama,173369,you were never really here,4.41
Drama,64620,frost/nixon,4.4
Drama,212361,sound of metal,4.4
Drama,101070,wadjda,4.4
Drama,1293,gandhi,4.39
Drama,127202,me and earl and the dying girl,4.38
Drama,48165,"seventh continent, the",4.33
Drama,233993,judas and the black messiah,4.33
Drama,1193,one flew over the cuckoo's nest,4.33
Drama,51931,reign over me,4.33
Drama,118900,wild,4.33
Drama,89774,warrior,4.33
Drama,3468,"hustler, the",4.33
Drama,140174,room,4.3
Drama,3736,ace in the hole,4.3
Drama,2420,"karate kid, the",4.28
Drama,47099,"pursuit of happyness, the",4.28
Drama,4019,finding forrester,4.25
Drama,6858,knife in the water,4.25
Drama,180045,molly's game,4.25
Drama,49355,"bête humaine, la",4.25
Drama,261131,king richard,4.23
Drama,148626,"big short, the",4.23
Drama,1095,glengarry glen ross,4.21
Drama,3949,requiem for a dream,4.21
Drama,88810,"help, the",4.21
Drama,26326,"holy mountain, the",4.2
Drama,64716,seven pounds,4.2
Drama,97923,flight,4.2
Drama,3408,erin brockovich,4.2
Drama,6385,whale rider,4.2
Drama,8958,ray,4.2
Drama,2360,"celebration, the",4.18
Drama,188207,cold war,4.17
Drama,257037,drive my car,4.17
Drama,7263,miracle,4.17
Drama,31107,mikey and nicky,4.15
Drama,27803,"sea inside, the",4.14
Drama,27815,"chorus, the",4.13
Drama,501,naked,4.12
Drama,1672,"rainmaker, the",4.11
Drama,1207,to kill a mockingbird,4.08
Drama,7327,persona,4.08
Drama,3089,bicycle thieves,4.08
Drama,1096,sophie's choice,4.06
Drama,1237,"seventh seal, the",4.06
Drama,89492,moneyball,4.05
Drama,177871,victoria & abdul,4.0
Drama,110453,draft day,4.0
Drama,112245,"dirties, the",4.0
Drama,175937,the structure of crystals,4.0
Drama,116138,leviathan,4.0
Drama,175849,shirley: visions of reality,4.0
Drama,170885,burning sands,4.0
Drama,127116,experimenter,4.0
Drama,167166,7 years,4.0
Drama,138210,13 hours,4.0
Drama,150896,walesa: man of hope,4.0
Drama,165551,lion,4.0
Drama,156387,sing street,4.0
Drama,157186,veloce come il vento,4.0
Drama,159195,"i, daniel blake",4.0
Drama,62,mr. holland's opus,4.0
Drama,278176,tár,4.0
Drama,233,exotica,4.0
Drama,264,"enfer, l'",4.0
Drama,250098,stone pillow,4.0
Drama,1103,rebel without a cause,4.0
Drama,1545,ponette,4.0
Drama,2114,"outsiders, the",4.0
Drama,2285,if....,4.0
Drama,224314,the recorder exam,4.0
Drama,3178,"hurricane, the",4.0
Drama,3897,almost famous,4.0
Drama,4095,cry freedom,4.0
Drama,4297,pelle the conqueror,4.0
Drama,5379,"believer, the",4.0
Drama,6105,moonlighting,4.0
Drama,6126,veronika voss,4.0
Drama,6460,"trial, the",4.0
Drama,6669,ikiru,4.0
Drama,213934,house of hummingbird,4.0
Drama,7043,vivre sa vie: film en douze tableaux,4.0
Drama,7265,"dreamers, the",4.0
Drama,207632,an officer and a spy,4.0
Drama,7456,valentin,4.0
Drama,207097,veslemøy's song,4.0
Drama,26083,"loneliness of the long distance runner, the",4.0
Drama,31435,rory o'shea was here,4.0
Drama,31437,nobody knows,4.0
Drama,32509,this sporting life,4.0
Drama,34548,"tree of wooden clogs, the",4.0
Drama,37475,"unfinished life, an",4.0
Drama,190555,searching,4.0
Drama,60943,frozen river,4.0
Drama,186853,killed the family and went to the movies,4.0
Drama,62437,w.,4.0
Drama,64197,hunger,4.0
Drama,67784,"cake eaters, the",4.0
Drama,68194,"damned united, the",4.0
Drama,81391,eastern plays,4.0
Drama,82463,another year,4.0
Drama,90471,puncture,4.0
Drama,180367,hot summer nights,4.0
Drama,178477,on the beach at night alone,4.0
Drama,189527,the net,4.0
Drama,277,miracle on 34th street,4.0
Drama,529,searching for bobby fischer,4.0
Drama,926,all about eve,4.0
Drama,991,michael collins,4.0
Drama,1054,get on the bus,4.0
Drama,1132,manon of the spring,4.0
Drama,1150,"return of martin guerre, the",4.0
Drama,1635,"ice storm, the",4.0
Drama,2022,"last temptation of christ, the",4.0
Drama,2691,"legend of 1900, the",4.0
Drama,2996,music of the heart,4.0
Drama,3098,"natural, the",4.0
Drama,3645,cleo from 5 to 7,4.0
Drama,4595,fat man and little boy,4.0
Drama,4835,coal miner's daughter,4.0
Drama,5022,"servant, the",4.0
Drama,5644,"pride of the yankees, the",4.0
Drama,5832,left behind ii: tribulation force,4.0
Drama,6022,american me,4.0
Drama,6611,umberto d.,4.0
Drama,7619,"miracle worker, the",4.0
Drama,8899,hardcore,4.0
Drama,25923,great expectations,4.0
Drama,26498,boy meets girl,4.0
Drama,26982,men with guns,4.0
Drama,32335,wild horses,4.0
Drama,47503,2:37,4.0
Drama,60857,"tracey fragments, the",4.0
Drama,72720,"single man, a",4.0
Drama,81385,of gods and men,4.0
Drama,83369,"way back, the",4.0
Drama,87270,"other woman, the",4.0
Drama,92920,"hunter, the",4.0
Drama,101895,42,4.0
Drama,103980,blue jasmine,4.0
Drama,107000,"challenger disaster, the",4.0
Drama,116957,the reunion,4.0
Drama,117517,listen up philip,4.0
Drama,122853,seduction,4.0
Drama,126981,the wayward girl,4.0
Drama,142492,son of saul,4.0
Drama,151615,hello stranger,4.0
Drama,161626,happy end,4.0
Drama,166721,bleed for this,4.0
Drama,169164,song to song,4.0
Drama,177867,borg vs mcenroe,4.0
Drama,187051,transit ,4.0
Drama,188217,summer,4.0
Drama,188829,capernaum,4.0
Drama,197651,the king,4.0
Drama,200638,tolkien,4.0
Drama,203954,take me somewhere nice,4.0
Drama,205509,the goldfinch,4.0
Drama,211013,the overture,4.0
Drama,225984,another round,4.0
Drama,226612,medan porten var stängd,4.0
Drama,231057,the dig,4.0
Drama,234957,the killing of two lovers,4.0
Drama,242062,wheel of fortune and fantasy,4.0
Drama,243530,hot chicks,4.0
Drama,262663,play it safe,4.0
Drama,284189,night ride,4.0
Drama,112552,whiplash,3.99
Drama,1961,rain man,3.98
Drama,1172,cinema paradiso,3.96
Drama,166643,hidden figures,3.95
Drama,1203,12 angry men,3.95
Drama,217655,hamilton,3.93
Drama,3967,billy elliot,3.93
Drama,4022,cast away,3.92
Drama,104944,short term 12,3.9
Drama,112290,boyhood,3.89
Drama,158966,captain fantastic,3.88
Drama,1954,rocky,3.88
Drama,81845,"king's speech, the",3.87
Drama,8970,finding neverland,3.86
Drama,208289,richard jewell,3.83
Drama,179331,only the brave,3.83
Drama,168778,the book of love,3.8
Drama,30812,"aviator, the",3.79
Drama,508,philadelphia,3.77
Drama,1228,raging bull,3.75
Drama,49280,bobby,3.75
Drama,80463,"social network, the",3.68
Drama,2932,days of heaven,3.67
Drama,128606,45 years,3.67
Drama,47629,the queen,3.67
Drama,192803,bohemian rhapsody,3.61
Drama,72641,"blind side, the",3.58
Drama,225145,nomadland,3.57
Drama,102407,"great gatsby, the",3.53
Drama,151493,the dancer and the thief,3.5
Drama,147,"basketball diaries, the",3.5
Drama,282,nell,3.5
Drama,1363,"preacher's wife, the",3.5
Drama,1962,driving miss daisy,3.5
Drama,2071,and the band played on,3.5
Drama,2201,"paradine case, the",3.5
Drama,2207,jamaica inn,3.5
Drama,2231,rounders,3.5
Drama,2333,gods and monsters,3.5
Drama,2351,nights of cabiria,3.5
Drama,4325,"night, the",3.5
Drama,5314,behind the sun,3.5
Drama,5763,lola,3.5
Drama,5955,antwone fisher,3.5
Drama,6832,regarding henry,3.5
Drama,7285,thirteen,3.5
Drama,8664,mr. klein,3.5
Drama,26302,scarecrow,3.5
Drama,30707,million dollar baby,3.5
Drama,39659,teorema,3.5
Drama,43396,"world's fastest indian, the",3.5
Drama,44613,take the lead,3.5
Drama,49910,freedom writers,3.5
Drama,51317,kamchatka,3.5
Drama,53827,sybil,3.5
Drama,55814,"diving bell and the butterfly, the",3.5
Drama,56719,vitus,3.5
Drama,75446,little ashes,3.5
Drama,92118,"terrorizers, the",3.5
Drama,98585,hitchcock,3.5
Drama,108791,"noordzee, texas",3.5
Drama,113604,if i stay,3.5
Drama,168610,a ghost story,3.5
Drama,179647,the young karl marx,3.5
Drama,181075,the man who invented christmas,3.5
Drama,183499,promise at dawn,3.5
Drama,185729,tattoo,3.5
Drama,192921,monster,3.5
Drama,193589,boy erased,3.5
Drama,193960,wildlife,3.5
Drama,204790,michael jackson: searching for neverland,3.5
Drama,229037,ma rainey's black bottom,3.5
Drama,236111,sweat,3.5
Drama,261241,turbulent,3.5
Drama,273803,last film show,3.5
Drama,275243,elvis,3.5
Drama,276577,the last stage,3.5
Drama,277024,the actress,3.5
Drama,283709,titan,3.5
Drama,290521,couple fucking,3.5
Drama,236115,slalom,3.5
Drama,39234,north country,3.5
Drama,42629,tartuffe,3.5
Drama,37736,oliver twist,3.5
Drama,116161,foxcatcher,3.5
Drama,94769,"rose seller, the",3.5
Drama,8698,"comfort of strangers, the",3.5
Drama,136564,macbeth,3.5
Drama,137381,the george mckenna story,3.5
Drama,7219,they drive by night,3.5
Drama,7069,macbeth,3.5
Drama,6887,radio,3.5
Drama,90719,j. edgar,3.5
Drama,142721,the rite,3.5
Drama,146656,creed,3.5
Drama,90314,no exit,3.5
Drama,152071,race,3.5
Drama,161754,ernst thälmann - führer seiner klasse,3.5
Drama,5635,"man from elysian fields, the",3.5
Drama,170809,the spacewalker,3.5
Drama,4938,"aviator's wife, the",3.5
Drama,4616,lean on me,3.5
Drama,177243,marshall,3.5
Drama,183161,journeyman,3.5
Drama,185545,the current war,3.5
Drama,86762,attenberg,3.5
Drama,192489,skate kitchen,3.5
Drama,195645,something useful,3.5
Drama,81932,"fighter, the",3.5
Drama,210235,corpus christi,3.5
Drama,213011,coffee to go,3.5
Drama,213585,the way back,3.5
Drama,217817,olla,3.5
Drama,2739,"color purple, the",3.5
Drama,222743,games people play,3.5
Drama,74820,"fall of the roman empire, the",3.5
Drama,60948,bottle shock,3.5
Drama,231471,dear comrades,3.5
Drama,238184,la verónica,3.5
Drama,823,"collector, the",3.5
Drama,491,"man without a face, the",3.5
Drama,259659,the last duel,3.5
Drama,259665,belfast,3.5
Drama,283735,ivalu,3.5
Drama,299,priest,3.5
Drama,284291,tetris,3.5
Drama,62644,"wave, the",3.42
Drama,49961,notes on a scandal,3.35
Drama,118700,selma,3.33
Drama,64839,"wrestler, the",3.27
Drama,106100,dallas buyers club,3.27
Drama,48600,one night with the king,3.25
Drama,7318,"passion of the christ, the",3.23
Drama,209173,a beautiful day in the neighborhood,3.2
Drama,5810,8 mile,3.17
Drama,225970,mank,3.17
Drama,300,quiz show,3.07
Drama,227250,the death of a projectionist,3.0
Drama,1399,marvin's room,3.0
Drama,101068,"solitude of prime numbers, the",3.0
Drama,102986,rapado,3.0
Drama,176175,pickpocket,3.0
Drama,64522,patterns,3.0
Drama,62153,look back in anger,3.0
Drama,51857,"taste of honey, a",3.0
Drama,40870,c.r.a.z.y.,3.0
Drama,39869,manderlay,3.0
Drama,192545,pity,3.0
Drama,120625,the fool,3.0
Drama,129659,"mcfarland, usa",3.0
Drama,26215,"joke, the",3.0
Drama,154902,wind,3.0
Drama,200794,asako i & ii,3.0
Drama,203160,the last black man in san francisco,3.0
Drama,96985,"report on the party and the guests, a",3.0
Drama,287605,the film might be white,3.0
Drama,282357,stars,3.0
Drama,280976,lamborghini: the man behind the legend,3.0
Drama,7071,"woman under the influence, a",3.0
Drama,7009,lorenzo's oil,3.0
Drama,209917,bombshell,3.0
Drama,211560,les misérables,3.0
Drama,6985,"passion of joan of arc, the",3.0
Drama,280350,fanny & lova steal a car,3.0
Drama,154,beauty of the day,3.0
Drama,270744,ultra low,3.0
Drama,4880,life as a house,3.0
Drama,268800,aloners,3.0
Drama,264135,the hand of god,3.0
Drama,224206,the human voice,3.0
Drama,99117,this is 40,3.0
Drama,91935,albatross,3.0
Drama,226684,woman without a face,3.0
Drama,197491,brexit: the uncivil war,3.0
Drama,204292,aaliyah: the princess of r&b,3.0
Drama,54378,man's job,3.0
Drama,243838,servants,3.0
Drama,248042,glaciär,3.0
Drama,259233,azor,3.0
Drama,7745,"scent of green papaya, the",3.0
Drama,163510,the happiest day in the life of olli mäki,3.0
Drama,77951,bonhoeffer: agent of grace,3.0
Drama,46640,why does herr r. run amok?,3.0
Drama,2848,othello,3.0
Drama,63876,milk,3.0
Drama,26094,"eclisse, l'",3.0
Drama,179029,poor cow,3.0
Drama,177913,back to burgundy,3.0
Drama,268918,ghetto swedish,3.0
Drama,224665,tove,3.0
Drama,224721,there is no evil,3.0
Drama,225762,the woman who ran,3.0
Drama,87999,i am curious,3.0
Drama,74131,extraordinary measures,3.0
Drama,227086,eva,3.0
Drama,3791,footloose,3.0
Drama,63698,three monkeys,3.0
Drama,112550,white god,3.0
Drama,109203,"story of ruth, the",3.0
Drama,26431,opening night,2.92
Drama,136562,steve jobs,2.83
Drama,3252,scent of a woman,2.83
Drama,180985,the greatest showman,2.75
Drama,2357,central station,2.75
Drama,1673,boogie nights,2.75
Drama,246304,cuatro paredes,2.5
Drama,972,"last time i saw paris, the",2.5
Drama,106452,ida,2.5
Drama,1231,"right stuff, the",2.5
Drama,89118,"skin i live in, the",2.5
Drama,115463,"dance party, usa",2.5
Drama,224026,freeze-frame,2.5
Drama,216370,kingyo,2.5
Drama,171007,the book of henry,2.5
Drama,7949,"yakuza, the",2.5
Drama,214284,hängivelse,2.5
Drama,6292,marion bridge,2.5
Drama,7581,"fountainhead, the",2.5
Drama,156755,things to come,2.5
Drama,284187,an irish goodbye,2.5
Drama,160980,sully,2.5
Drama,289651,blue jeans,2.5
Drama,194620,x&y,2.5
Drama,56274,margot at the wedding,2.5
Drama,199910,the professor and the madman,2.5
Drama,188939,waru,2.5
Drama,120777,somersault,2.5
Drama,124494,the fabulous dorseys,2.5
Drama,57776,cazuza - o tempo não pára,2.5
Drama,4190,elmer gantry,2.5
Drama,1164,2 ou 3 choses que je sais d'elle,2.5
Drama,4976,iris,2.5
Drama,263549,två kvinnor,2.5
Drama,267784,swêdî,2.5
Drama,281328,judgement,2.5
Drama,292057,complicity,2.0
Drama,2639,mommie dearest,2.0
Drama,285851,air: courting a legend,2.0
Drama,91890,"iron lady, the",2.0
Drama,55726,"year my parents went on vacation, the",2.0
Drama,289985,abc book,2.0
Drama,177469,the last face,2.0
Drama,86898,"tree of life, the",2.0
Drama,169486,invasion,2.0
Drama,206397,eternity,2.0
Drama,3201,five easy pieces,2.0
Drama,193,showgirls,1.5
Drama,237696,gritt,1.5
Drama,7749,weekend,1.5
Drama,116453,hateship loveship,1.0
Drama,3734,prince of the city,1.0
Drama,408,8 seconds,0.5
Drama,8364,baadasssss!,0.5
Drama|Fantasy,26222,dodes'ka-den,5.0
Drama|Fantasy,111732,"dance of reality, the",5.0
Drama|Fantasy,95558,beasts of the southern wild,5.0
Drama|Fantasy,1251,8 1/2,4.63
Drama|Fantasy,69134,antichrist,4.57
Drama|Fantasy,69251,special,4.5
Drama|Fantasy,81751,uncle boonmee who can recall his past lives,4.0
Drama|Fantasy,262129,petite maman,4.0
Drama|Fantasy,126927,the heart of the world,3.5
Drama|Fantasy,69951,"imaginarium of doctor parnassus, the",3.5
Drama|Fantasy,160992,aloys,2.5
Drama|Fantasy,249898,three celestial bodies,2.5
Drama|Fantasy,207361,boro in the box,2.0
Drama|Fantasy,169842,the shack,2.0
Drama|Fantasy,6270,akira kurosawa's dreams,0.5
Drama|Fantasy|Horror,234418,legend of the mountain,5.0
Drama|Fantasy|Horror,201340,the lighthouse,3.79
Drama|Fantasy|Horror|Mystery|Thriller,55626,gemini,3.5
Drama|Fantasy|Horror|Romance,61240,let the right one in,4.17
Drama|Fantasy|Horror|Romance|Thriller,72407,"twilight saga: new moon, the",1.5
Drama|Fantasy|Horror|Sci-Fi|Thriller,6120,q: the winged serpent,4.5
Drama|Fantasy|Horror|Thriller,1345,carrie,4.32
Drama|Fantasy|Horror|Thriller,724,"craft, the",3.0
Drama|Fantasy|Horror|Thriller|War,4902,"devil's backbone, the",3.5
Drama|Fantasy|Musical,2971,all that jazz,5.0
Drama|Fantasy|Musical|Mystery|Sci-Fi,96832,holy motors,3.0
Drama|Fantasy|Musical|Romance,6660,"red shoes, the",4.5
Drama|Fantasy|Musical|Romance,54190,across the universe,2.17
Drama|Fantasy|Mystery,81075,"temptation of st. tony, the",4.0
Drama|Fantasy|Mystery,2068,fanny and alexander,4.0
Drama|Fantasy|Mystery,45730,lady in the water,2.5
Drama|Fantasy|Mystery|Romance,253972,fear street: 1666,4.5
Drama|Fantasy|Mystery|Romance,47610,"illusionist, the",4.45
Drama|Fantasy|Mystery|Romance,64957,"curious case of benjamin button, the",4.23
Drama|Fantasy|Mystery|Romance,9011,portrait of jennie,3.5
Drama|Fantasy|Mystery|Romance,2316,practical magic,1.5
Drama|Fantasy|Mystery|Sci-Fi,7123,naked lunch,5.0
Drama|Fantasy|Mystery|Sci-Fi,4874,k-pax,4.0
Drama|Fantasy|Romance,56715,wristcutters: a love story,5.0
Drama|Fantasy|Romance,1211,wings of desire,5.0
Drama|Fantasy|Romance,120867,tropico,5.0
Drama|Fantasy|Romance,48043,"fountain, the",4.79
Drama|Fantasy|Romance,1176,"double life of veronique, the",4.5
Drama|Fantasy|Romance,7147,big fish,4.5
Drama|Fantasy|Romance,104374,about time,4.33
Drama|Fantasy|Romance,2291,edward scissorhands,4.0
Drama|Fantasy|Romance,265,like water for chocolate,4.0
Drama|Fantasy|Romance,943,"ghost and mrs. muir, the",4.0
Drama|Fantasy|Romance,220380,the green knight,3.25
Drama|Fantasy|Romance,8516,"matter of life and death, a",3.0
Drama|Fantasy|Romance,110675,in your eyes,2.5
Drama|Fantasy|Romance,1835,city of angels,0.5
Drama|Fantasy|Romance|Sci-Fi,79357,mr. nobody,4.51
Drama|Fantasy|Romance|Sci-Fi,27266,2046,4.0
Drama|Fantasy|Romance|Thriller,63992,twilight,2.22
Drama|Fantasy|Sci-Fi,109187,"zero theorem, the",4.44
Drama|Fantasy|Sci-Fi,227258,the midnight sky,4.09
Drama|Fantasy|Sci-Fi|Thriller,249122,oxygen,3.0
Drama|Fantasy|Thriller,47465,tideland,5.0
Drama|Fantasy|Thriller,2263,"seventh sign, the",5.0
Drama|Fantasy|Thriller,280208,the invisible,4.0
Drama|Fantasy|Thriller,48394,pan's labyrinth,3.65
Drama|Fantasy|Thriller,98361,byzantium,3.0
Drama|Fantasy|Thriller|War,257281,the tragedy of macbeth,4.0
Drama|Film-Noir,3121,"hitch-hiker, the",3.5
Drama|Film-Noir,25929,nightmare alley,3.5
Drama|Film-Noir,79525,human desire,3.5
Drama|Film-Noir,2612,mildred pierce,3.5
Drama|Film-Noir,5017,"big heat, the",3.5
Drama|Film-Noir,3965,"strange love of martha ivers, the",3.25
Drama|Film-Noir,25865,"letter, the",3.0
Drama|Film-Noir,8584,leave her to heaven,3.0
Drama|Film-Noir|Mystery,25940,"lady from shanghai, the",3.83
Drama|Film-Noir|Mystery,7223,d.o.a.,3.75
Drama|Film-Noir|Mystery,8766,black angel,3.5
Drama|Film-Noir|Mystery|Romance,6273,in a lonely place,3.88
Drama|Film-Noir|Mystery|Romance,2940,gilda,3.5
Drama|Film-Noir|Mystery|Thriller,45224,secret beyond the door,3.5
Drama|Film-Noir|Romance,922,sunset blvd.,3.79
Drama|Film-Noir|Romance,8752,"set-up, the",3.5
Drama|Film-Noir|Thriller,89753,tinker tailor soldier spy,4.4
Drama|Film-Noir|Thriller,25927,"stranger, the",4.0
Drama|Film-Noir|Thriller,5434,"sorry, wrong number",4.0
Drama|Film-Noir|Thriller,25904,ministry of fear,4.0
Drama|Film-Noir|Thriller,7924,stray dog,4.0
Drama|Film-Noir|Thriller,7013,"night of the hunter, the",3.6
Drama|Film-Noir|Thriller,48575,brute force,3.0
Drama|Horror,3676,eraserhead,5.0
Drama|Horror,3621,possession,5.0
Drama|Horror,171439,a dark song,4.5
Drama|Horror,3075,repulsion,4.22
Drama|Horror,565,cronos,4.0
Drama|Horror,91517,"death king, the",4.0
Drama|Horror,170917,the transfiguration,4.0
Drama|Horror,184023,unsane,4.0
Drama|Horror,140247,the gift,3.93
Drama|Horror,253,interview with the vampire: the vampire chronicles,3.58
Drama|Horror,80097,mother joan of the angels,3.5
Drama|Horror,3459,gothic,3.5
Drama|Horror,8405,hour of the wolf,3.0
Drama|Horror,219392,relic,3.0
Drama|Horror,73572,"my son, my son, what have ye done",3.0
Drama|Horror,4036,shadow of the vampire,3.0
Drama|Horror,201737,the lodge,2.5
Drama|Horror,103816,"battery, the",2.0
Drama|Horror|Musical|Thriller,56757,sweeney todd: the demon barber of fleet street,1.38
Drama|Horror|Mystery,80831,let me in,5.0
Drama|Horror|Mystery,2762,"sixth sense, the",4.24
Drama|Horror|Mystery,201646,midsommar,4.03
Drama|Horror|Mystery,7505,"kingdom, the",3.5
Drama|Horror|Mystery,155064,the neon demon,3.5
Drama|Horror|Mystery,99064,"red shoes, the",3.5
Drama|Horror|Mystery,190755,the little stranger,3.0
Drama|Horror|Mystery,42094,"spirit of the beehive, the",2.75
Drama|Horror|Mystery|Romance|Thriller,27317,audition,3.1
Drama|Horror|Mystery|Sci-Fi|Thriller,72380,"box, the",2.5
Drama|Horror|Mystery|Thriller,34532,"skeleton key, the",5.0
Drama|Horror|Mystery|Thriller,7982,"tale of two sisters, a",5.0
Drama|Horror|Mystery|Thriller,6530,"tenant, the",4.68
Drama|Horror|Mystery|Thriller,177689,the killing of a sacred deer,4.58
Drama|Horror|Mystery|Thriller,4658,santa sangre,4.5
Drama|Horror|Mystery|Thriller,4720,"others, the",4.4
Drama|Horror|Mystery|Thriller,70159,orphan,4.21
Drama|Horror|Mystery|Thriller,56339,"orphanage, the",4.1
Drama|Horror|Mystery|Thriller,4754,"wicker man, the",4.07
Drama|Horror|Mystery|Thriller,74228,triangle,4.0
Drama|Horror|Mystery|Thriller,176419,mother!,3.95
Drama|Horror|Mystery|Thriller,190741,summer of 84,3.63
Drama|Horror|Mystery|Thriller,258451,last night in soho,3.54
Drama|Horror|Mystery|Thriller,65882,"uninvited, the",3.13
Drama|Horror|Mystery|Thriller,167640,a cure for wellness,3.0
Drama|Horror|Mystery|Thriller,276897,don't worry darling,2.33
Drama|Horror|Mystery|Thriller,36533,cry_wolf,1.0
Drama|Horror|Romance,107771,only lovers left alive,4.0
Drama|Horror|Romance|Thriller,382,wolf,4.0
Drama|Horror|Romance|Thriller,44911,magic,3.0
Drama|Horror|Sci-Fi,144482,circle,5.0
Drama|Horror|Sci-Fi,206246,the platform,4.3
Drama|Horror|Sci-Fi,273,mary shelley's frankenstein,4.0
Drama|Horror|Sci-Fi,7891,"last man on earth, the",4.0
Drama|Horror|Sci-Fi,2648,frankenstein,3.85
Drama|Horror|Sci-Fi,31270,shivers,2.5
Drama|Horror|Sci-Fi,275433,crimes of the future,2.0
Drama|Horror|Sci-Fi,176105,flatliners,1.5
Drama|Horror|Sci-Fi|Thriller,2455,"fly, the",3.58
Drama|Horror|Sci-Fi|Thriller,5764,looker,3.5
Drama|Horror|Sci-Fi|Thriller,201594,brightburn,3.2
Drama|Horror|Sci-Fi|Thriller,170913,here alone,3.0
Drama|Horror|Thriller,92422,"woman in black, the",5.0
Drama|Horror|Thriller,6820,ginger snaps,5.0
Drama|Horror|Thriller,68941,"last house on the left, the",5.0
Drama|Horror|Thriller,5105,don't look now,4.5
Drama|Horror|Thriller,193147,the house that jack built,4.5
Drama|Horror|Thriller,2160,rosemary's baby,4.33
Drama|Horror|Thriller,57274,[rec],4.2
Drama|Horror|Thriller,183695,marrowbone,4.0
Drama|Horror|Thriller,3863,"cell, the",4.0
Drama|Horror|Thriller,2488,peeping tom,4.0
Drama|Horror|Thriller,38097,dumplings,4.0
Drama|Horror|Thriller,3499,misery,3.91
Drama|Horror|Thriller,185029,a quiet place,3.84
Drama|Horror|Thriller,6975,funny games,3.83
Drama|Horror|Thriller,166534,split,3.71
Drama|Horror|Thriller,161348,the love witch,3.5
Drama|Horror|Thriller,32914,carrie,3.5
Drama|Horror|Thriller,50800,"messengers, the",3.5
Drama|Horror|Thriller,201242,the perfection,3.5
Drama|Horror|Thriller,269960,you won't be alone,3.5
Drama|Horror|Thriller,212883,swallow,3.5
Drama|Horror|Thriller,2710,"blair witch project, the",3.42
Drama|Horror|Thriller,53953,1408,3.29
Drama|Horror|Thriller,3546,what ever happened to baby jane?,3.06
Drama|Horror|Thriller,136794,eat,3.0
Drama|Horror|Thriller,75395,frozen,3.0
Drama|Horror|Thriller,193451,lords of chaos,3.0
Drama|Horror|Thriller,7449,godsend,2.5
Drama|Horror|Thriller,102991,berberian sound studio,1.56
Drama|Horror|Thriller,212373,i'm thinking of ending things,1.33
Drama|Horror|Thriller,44397,"hills have eyes, the",1.0
Drama|Horror|Thriller,141956,contracted: phase ii,1.0
Drama|Horror|Thriller,109720,contracted,0.5
Drama|Horror|War,26122,onibaba,5.0
Drama|Musical,6856,yankee doodle dandy,5.0
Drama|Musical,112316,jersey boys,5.0
Drama|Musical,1298,pink floyd: the wall,4.98
Drama|Musical,3545,cabaret,4.5
Drama|Musical,4811,quadrophenia,4.5
Drama|Musical,3910,dancer in the dark,4.4
Drama|Musical,55872,august rush,4.0
Drama|Musical,1951,oliver!,4.0
Drama|Musical,346,backbeat,4.0
Drama|Musical,64229,cadillac records,3.85
Drama|Musical,8266,purple rain,3.5
Drama|Musical,49824,dreamgirls,3.5
Drama|Musical,52579,"vie en rose, la",3.5
Drama|Musical,3425,mo' better blues,3.5
Drama|Musical,67957,superstar: the karen carpenter story,3.0
Drama|Musical,76763,"runaways, the",3.0
Drama|Musical|Romance,1088,dirty dancing,4.45
Drama|Musical|Romance,30816,"phantom of the opera, the",4.4
Drama|Musical|Romance,199,"umbrellas of cherbourg, the",4.0
Drama|Musical|Romance,53123,once,4.0
Drama|Musical|Romance,40819,walk the line,3.88
Drama|Musical|Romance,26391,"new york, new york",3.0
Drama|Musical|Romance,58107,step up 2 the streets,3.0
Drama|Musical|Romance,4308,moulin rouge,2.72
Drama|Musical|Romance,114277,god help the girl,2.63
Drama|Mystery,221576,enola holmes,5.0
Drama|Mystery,1913,picnic at hanging rock,5.0
Drama|Mystery,108981,nymphomaniac: volume ii,5.0
